Name,Subtitles,season_episode,ners
jaime lannister,You think my father's going to negotiate with you? You don't know him very well.,12,"[set(), set()]"
theon greyjoy,"We won't beat them until we take King's Landing, and we can't take King's Landing without ships. My father has ships, and men who know how to sail them.",12,"[set(), set()]"
robb stark,Men who fought my father.,12,[set()]
theon greyjoy,I'm his only living son. He'll listen to me.,12,"[set(), set()]"
catelyn stark,You don't want Balon Greyjoy for an ally.,12,[{'balon'}]
robb stark,I need his ships.,12,[set()]
catelyn stark,He is not trustworthy!,12,[set()]
joffrey lannister,I heard a disgusting lie about uncle Jaime… and you. Father had other children?,12,"[{'jaime'}, set()]"
cersei lannister,What are you asking?,12,[set()]
joffrey lannister,How many bastards does he have running around?,12,[set()]
janos,Where is the bastard?,12,[set()]
blacksmith,The Night's Watch! Heading North!,12,"[set(), set()]"
end,COLD OPEN,12,[set()]
title,SEQUENCE,12,[set()]
jaqen hghar,Boy.,12,[set()]
jaqen hghar,Lovely boy.,12,[set()]
arya stark,What do you want?,12,[set()]
jaqen hghar,A man has a thirst. The man does not drink for a day and a night. A boy could make a friend.,12,"[set(), set(), set()]"
arya stark,I have friends.,12,[set()]
rorge,Give us a beer. Before I skin you.,12,"[set(), set()]"
jaqen hghar,"A man does not choose his companions. These two, they have no courtesy. A man must ask forgiveness. . You're called Arry. . This man has the honor to be Jaqen H'ghar. Once of the Free City of Lorath.",12,"[set(), set(), set(), set(), {'arry'}, set(), {'jaqen'}, set()]"
rorge,"Hey, you little shit. Get us beer!",12,"[set(), set()]"
arya stark,You should have asked nicely.,12,[set()]
rorge,Come closer. And I'll shove that stick up your bunghole and fuck you bloody.,12,"[set(), set()]"
jaqen hghar,The boy has more courage than sense.,12,[set()]
rorge,Come here!,12,[set()]
gendry baratheon,Yoren said none of us were should go near of those three.,12,[{'yoren'}]
arya stark,They don't scare me.,12,[set()]
gendry baratheon,Hmm? Then you're stupid. They scare me.,12,"[set(), set(), set()]"
arya stark,What are gold cloaks doing this far from King's Landing?,12,[set()]
gendry baratheon,What are you doing?,12,[set()]
arya stark,They're looking for me.,12,[set()]
gold cloak,You're in command here?,12,[set()]
yoren,You're a long way from home.,12,[set()]
gold cloak,I asked you a question.,12,[set()]
yoren,"Aye, you did. You asked without manners. And I chose not to answer.",12,"[set(), set(), set()]"
gold cloak,I have a royal warrant. For one of these gutter rats you're transporting.,12,"[set(), set()]"
yoren,"Well the thing is, , these gutter rats belong to the Night's Watch now. That puts them beyond the reach of kings and queens.",12,"[set(), set()]"
yoren,"It's a funny thing. People worry so much about their throats, they forget about what's down low. Now I sharpened this blade before breakfast. I could shave a spider's arse if I wanted to. Or, I could nick this artery in your leg and once it's nicked, there's no one around here who knows how to un-nick it.",12,"[set(), set(), set(), set(), set()]"
yoren,We'll just keep that. Good steel is always needed on the wall. Seems you have a choice. You can die here at this crossroads a long way from home. Or you can go back to your city and tell your masters you didn't find what you were looking for.,12,"[set(), set(), set(), set(), set()]"
gold cloak,We're looking for a boy named Gendry. . He carries a bull's head helmet. Anyone turning him over will earn the King's reward. We'll be back. With more men. And I'll be taking your head home along with that bastard boy.,12,"[{'gendry'}, set(), set(), set(), set(), set(), set()]"
varys,My lord.,12,[set()]
shae,"You make me wait a long time, but your friend keeps me company.",12,[set()]
varys,We were just speaking of your bravery in the victory against the Stark auxiliary forces.,12,[set()]
tyrion lannister,It was quite a battle.,12,[set()]
varys,I heard you suffered a terrible head wound. The northerners are such fearsome warriors.,12,"[set(), set()]"
shae,And I tell him the story of how we meet.,12,[set()]
varys,To find so lovely creature working in your father's kitchen. It almost beggars belief.,12,"[set(), set()]"
tyrion lannister,Strange things do happen. You should taste her fish pie.,12,"[set(), set()]"
shae,I don't think Lord Varys likes fish pie.,12,[{'varys'}]
varys,How can you tell?,12,[set()]
shae,I can always tell.,12,[set()]
tyrion lannister,Men like Lord Varys and I can't let our disadvantages get the best of us. We'll make a fisherman of him yet. .,12,"[{'varys'}, set(), set()]"
varys,"I am glad your new friend was able to accompany you to the capital. Friends are such an important part of life. Unfortunate that your father didn't want her to come. But rest easy my lord, I am very good at keeping secrets for my good friends.",12,"[set(), set(), set(), set()]"
tyrion lannister,"Your discretion is legendary, where your friends are concerned.",12,[set()]
varys,"How unspeakable of me to go on and on, when all you want to do is rest. I will leave you. . Welcome to Kings Landing, my dear. The city is made brighter by your presence. We have a council meeting, my lord.",12,"[set(), set(), set(), set(), set(), set()]"
tyrion lannister,I don't like threats.,12,[set()]
varys,Who threatened you?,12,[set()]
tyrion lannister,I'm not Ned Stark. I understand the way this game is played.,12,"[{'ned'}, set()]"
varys,Ned Stark was a man of honor.,12,[{'ned'}]
tyrion lannister,And I am not. Threaten me again and I will have you thrown into the sea.,12,"[set(), set()]"
varys,"You might be disappointed in the results. The storms come and go. The big fish eat the little fish. And I keep on paddling. Come, my lord. We shouldn't keep the queen waiting.",12,"[set(), set(), set(), set(), set(), set()]"
cersei lannister,"From this time until the end of time, we are not part of your realm, but a free and independent Kingdom of the North.” . He has more spirit than his father, I'll give him that.",12,"[set(), set()]"
tyrion lannister,"You've perfected the art of tearing up papers. Give him his father's bones back, at least, as a gesture of good faith.",12,"[set(), set()]"
cersei lannister,"You'll give the Starks our reply, cousin?",12,[{'starks'}]
alton,"I will, Your Grace.",12,[set()]
cersei lannister,Did you see my brother when you were the Starks guest?,12,[set()]
alton,"I did. They have not broken his spirit, Your Grace.",12,"[set(), set()]"
cersei lannister,"If you speak with him, tell him he's not been forgotten.",12,[set()]
tyrion lannister,"Safe travels, cousin.",12,[set()]
tyrion lannister,You have a deft hand with diplomacy.,12,[set()]
cersei lannister,If that's everything?,12,[set()]
pycelle,A raven flew in this morning from Castle Black.,12,[set()]
varys,Trouble with the wildlings?,12,[set()]
petyr baelish,That's why they're called wildlings.,12,[set()]
varys,Somewhat less wild these days. It seems they've stopped killing each other and started following this King-Beyond-the-Wall.,12,"[set(), {'this'}]"
cersei lannister,"Another king? How many is that now, Five? I've lost count.",12,"[set(), set(), set()]"
tyrion lannister,Lord Commander asks that we send more men to man The Wall.,12,[set()]
cersei lannister,Perhaps he's forgotten we're fighting a war. We have no men to spare.,12,"[set(), set()]"
tyrion lannister,"Cold winds are rising, and the dead rise with them.",12,[set()]
pycelle,The northerners are a superstitious people.,12,[set()]
tyrion lannister,"According to the Commander, one of these dead men attacked him in his chambers. . Mormont doesn't lie.",12,"[set(), set(), {'mormont'}]"
varys,How do you kill a dead man?,12,[set()]
tyrion lannister,Apparently you burn him.,12,[set()]
cersei lannister,One trip to The Wall and you come back believing in grumpkins and snarks. .,12,"[set(), set()]"
tyrion lannister,"I don't know what I believe, but here's a fact for you. The Night's Watch is the only thing that separates us from what lies beyond the Wall.",12,"[set(), set()]"
cersei lannister,I have every confidence the brave men of the Night's Watch will protect us all.,12,[set()]
edd,"Then I said, if the gods wanted us to have dignity, wouldn't make us fart when we died.",12,[set()]
grenn,We fart when we die?,12,[set()]
edd,"My blessed mother was holding her own when she left this world. She farted so hard, the whole bed shook.",12,"[set(), set()]"
sam,"Seems a bit greedy for one man to have so many wives. Wouldn't two, or three, be enough for him?",12,"[set(), set()]"
edd,We were having a serious discussion.,12,[set()]
grenn,Would you look at that.,12,[set()]
sam,Nothing like the sight of a woman walking away.,12,[set()]
grenn,I prefer watching them come towards me.,12,[set()]
sam,I'm sure that's nice too.,12,[set()]
grenn,"Well, there was a milkmaid named Violet on the next farm over from where I grew up. And we were wrestling together from the time we were six years old. And then we got older, the wrestling, uh, , changed.",12,"[{'violet'}, set(), set()]"
sam,You were with her? How many times?,12,"[set(), set()]"
grenn,"Well, as many times as I could.",12,[set()]
sam,Wish I'd grew up on a farm.,12,[set()]
edd,We need more potatoes. And get another sack for the sludge. . Get the turnips too.,12,"[set(), set(), set(), set()]"
sam tarly,"No. Ghost, no. No. Ghost, away. Shoo. Shoo! . You all right? Did he frighten you?",12,"[set(), set(), set(), set(), set(), set(), set(), set(), set()]"
gilly,You shouldn't touch me.,12,[set()]
sam,"Oh, oh. Right. I'm sorry. I just wanted to make sure you weren't hurt. .",12,"[set(), set(), set(), set(), set()]"
gilly,You're very brave.,12,[set()]
jon snow,What're you doing?,12,[set()]
sam,"This is Gilly, she's one of Craster's daughters.",12,"[{'craster', 'gilly'}]"
jon snow,"Hello, Gilly. What're you doing?",12,"[{'gilly'}, set()]"
gilly,Sam said you could help.,12,[{'sam'}]
jon snow,"I'm sorry, Sam knows we're not supposed to -",12,[{'sam'}]
sam,"She's pregnant. . We have to take her with us, when we leave.",12,"[set(), set(), set()]"
jon snow,What? .,12,"[set(), set()]"
sam,I know it sounds a bit mad.,12,[set()]
jon snow,"No it doesn't sound a bit mad, it's impossible.",12,[set()]
sam,"The Lord Commander, , we are sworn to protect -",12,[set()]
jon snow,Sam we can't take her -,12,[{'sam'}]
gilly,"Please sir, please. I can still run if I have to.",12,"[set(), set()]"
jon snow,It's just not possible.,12,[set()]
gilly,"I'm going to have a baby, if it's a boy I…",12,[set()]
jon snow,"If it's a boy what? . You want us to risk our lives for you, and you won't even tell us why.",12,"[set(), set(), set()]"
sam,Why did you do that?,12,[set()]
jon snow,"Do what, ask her a question?",12,[set()]
sam,You were cruel.,12,[set()]
jon snow,Cruel! Sam are you in such a hurry to lose a hand?,12,"[set(), {'sam'}]"
sam,I didn't touch her!,12,[set()]
jon snow,No you just want to steal her. What do you think Craster cuts off for that?,12,"[set(), {'craster'}]"
sam,"I can't steal her, she's a person not a goat.",12,[set()]
jon snow,"We're heading deeper and deeper into wildling territory. We can't take a girl with us. Mormont wouldn't have it. And even if he would, what would we do with her? Who's gonna deliver her baby? You?",12,"[set(), set(), set(), set(), set(), set()]"
sam,I could try. . What? I've read about it. A bit.,12,"[set(), set(), set(), set(), set()]"
jon snow,"I'm sorry Sam, we can't help her.",12,[{'sam'}]
jorah mormont,Khaleesi.,12,[{'khaleesi'}]
jorah mormont,You don't need to see this.,12,[set()]
daenerys targaryen,He is blood of my blood.,12,[set()]
daenerys targaryen,Who did this?,12,[set()]
jorah mormont,"Khal Pono perhaps, Khal Jhaqo They don't like the idea of a woman leading a Khalasaar.",12,[{'khal'}]
daenerys targaryen,They will like it far less when I'm done with them.,12,[set()]
irri,No! They killed his soul!,12,"[set(), set()]"
daenerys targaryen,Shh. They cannot kill his soul.,12,"[set(), set()]"
irri,They did! They butchered him like an animal. They did not burn his body. . He can never join his ancestors in the night lands.,12,"[set(), set(), set(), set(), set()]"
